"UTD’s silence during international community’s hour of need reveals administration’s intense apathy",3,https://retrogradenews.com/2025/04/21/utds-silence-during-international-communitys-hour-of-need-reveals-administrations-intense-apathy/
"The fight for reproductive rights: why Texas students must act now",3,https://retrogradenews.com/2025/02/03/the-fight-for-reproductive-rights-why-texas-students-must-act-now/
"‘Are you an illegal immigrant?’ Right-wing instigators disrupt Trans Day of Visibility demonstration with bigotry toward students, administration",2,https://retrogradenews.com/2025/04/01/are-you-an-illegal-immigrant-right-wing-instigators-disrupt-trans-day-of-visibility-demonstration-with-bigotry-toward-students-administration/
"SB 37 passes, slashing academic freedoms and raising concern from Comets",2,https://retrogradenews.com/2025/07/07/sb-37-passes-slashing-academic-freedoms-and-raising-concern-from-comets/
"With federal research funding thrown into chaos, UTD offers support to faculty and programs facing cuts ",2,https://retrogradenews.com/2025/03/03/with-federal-research-funding-thrown-into-chaos-utd-offers-support-to-faculty-and-programs-facing-cuts/
"Department of Homeland Security removes protected status from UTD",2,https://retrogradenews.com/2025/02/17/department-of-homeland-security-removes-protected-status-from-utd/
"The blatant double standard of policy violations at UTD",2,https://retrogradenews.com/2025/04/07/the-blatant-double-standard-of-policy-violations-at-utd/
"Exploring the past decade of parking changes — and backlash",2,https://retrogradenews.com/2025/05/05/exploring-the-past-decade-of-parking-changes-and-backlash/
"America has never been a “melting pot”",2,https://retrogradenews.com/2024/10/28/america-has-never-been-a-melting-pot/
"What UTD students should know about measles entering Collin County",2,https://retrogradenews.com/2025/05/23/what-utd-students-should-know-about-measles-entering-collin-county/
"Mercury in Retrograde",2,https://retrogradenews.com/2024/09/30/mercury-in-retrograde/
"‘Melania’: a memoir turned barrage of disconnected excuses ",2,https://retrogradenews.com/2024/11/11/opinion-melania-a-memoir-turned-barrage-of-disconnected-excuses/
"Enter a crafter’s haven at the UTDesign Makerspace",2,https://retrogradenews.com/2025/03/24/enter-a-crafters-haven-at-the-utdesign-makerspace/
"Winter protests round out 2024 as UTD’s most political year ",2,https://retrogradenews.com/2025/01/21/winter-protests-round-out-2024-as-utds-most-political-year/
"Love between the chain links",2,https://retrogradenews.com/2025/03/24/love-between-the-chain-links/
"Comets travel abroad to combat healthcare disparities",2,https://retrogradenews.com/2025/05/05/comets-travel-abroad-to-combat-healthcare-disparities/
"Only students can keep each other safe when universities fail",2,https://retrogradenews.com/2025/04/21/only-students-can-keep-each-other-safe-when-universities-fail/
"UTD alums launch app to demystify congressional bills",2,https://retrogradenews.com/2025/03/03/utd-alums-launch-app-to-demystify-congressional-bills/
"HackUTD becomes largest 24-hour hackathon in North America with over 1,100 attendees ",2,https://retrogradenews.com/2024/12/02/hackutd-becomes-largest-24-hour-hackathon-in-north-america-with-over-1100-attendees/
"Don’t cross the picket line",2,https://retrogradenews.com/2025/03/10/dont-cross-the-picket-line/
"Student Affairs deletes strike-focused and political content from Mercury website ",2,https://retrogradenews.com/2025/04/07/student-affairs-deletes-strike-focused-and-political-content-from-mercury-website/
"‘All this for a lame party’: UTD Chi Phi chapter faces transphobia allegations after kicking trans students out of event ",2,https://retrogradenews.com/2024/10/28/all-this-for-a-lame-party-utd-chi-phi-chapter-faces-transphobia-allegations-after-kicking-trans-students-out-of-event/
"‘I hope we have a president who is ethical’",2,https://retrogradenews.com/2025/01/21/i-hope-we-have-a-president-who-is-ethical/
"From calories to care: Gen Z is redefining healthy eating",2,https://retrogradenews.com/2025/04/21/from-calories-to-care-gen-z-is-redefining-healthy-eating/
"A hidden gem of preservation: the History of Aviation Archives",1,https://retrogradenews.com/2025/03/03/a-hidden-gem-of-preservation-the-history-of-aviation-archives/
"Campus construction updates: current projects, upcoming residential and lab spaces",1,https://retrogradenews.com/2025/04/07/campus-construction-updates-current-projects-upcoming-residential-and-lab-spaces/
"North Texas neo-Nazis spread hate at UTD",1,https://retrogradenews.com/2024/10/14/north-texas-neo-nazis-spread-hate-at-utd/
"UTD’s new construction is thoughtless — just look at SU Green ",1,https://retrogradenews.com/2025/02/03/utds-new-construction-is-thoughtless-just-look-at-su-green/
"‘Karen Springs’ brings a chaotic reflection of American politics to the UTD stage",1,https://retrogradenews.com/2025/02/27/karen-springs-brings-a-chaotic-reflection-of-american-politics-to-the-utd-stage/
"From the stars above to the connections below",1,https://retrogradenews.com/2025/04/07/from-the-stars-above-to-the-connections-below/
"""They quit": Student Affairs fires Mercury management for striking",1,https://retrogradenews.com/2024/10/14/they-quit-student-affairs-fires-mercury-management-for-striking/
"In support of independent student press",1,https://retrogradenews.com/2024/09/30/editorial-in-support-of-independent-student-press/
"Comics & Activities 12/02/2024",1,https://retrogradenews.com/2024/12/02/comics-activities-12-02-2024/
"A new frontier in DFW",1,https://retrogradenews.com/2025/01/21/a-new-frontier-in-dfw/
"Visas restored for all international students facing revocation, ISSO says",1,https://retrogradenews.com/2025/04/30/visas-restored-for-all-international-students-facing-revocation-isso-says/
"Comics & Activities 02/03/2025",1,https://retrogradenews.com/2025/02/03/comics-activities-02-03-2025/
"Meet the student-owned small businesses behind your favorite trinkets",1,https://retrogradenews.com/2024/10/14/meet-the-student-owned-small-businesses-behind-your-favorite-trinkets/
"ECS, BAHT spearhead new academic programs ",1,https://retrogradenews.com/2025/03/03/ecs-baht-spearhead-new-academic-programs/
"UTD strikes out at President’s Cup — again",1,https://retrogradenews.com/2025/04/07/utd-strikes-out-at-presidents-cup-again/
"“Disaster!” takes audiences along a comedic, campy ride through the ’70s",1,https://retrogradenews.com/2025/04/07/disaster-takes-audiences-along-a-comedic-campy-ride-through-the-70s/
"UTD Theatre opens its curtains for “Heathers”",1,https://retrogradenews.com/2024/10/28/utd-theatre-opens-its-curtains-for-heathers/
"Construction project to fix steam pipe outside of Sirius Hall disrupts student routines",1,https://retrogradenews.com/2025/03/03/construction-project-to-fix-steam-pipe-outside-of-sirius-hall-disrupts-student-routines/
"Comets hopeful, concerned about UTD residential project aiming to house 1,000 students",1,https://retrogradenews.com/2025/04/21/comets-hopeful-concerned-about-utd-residential-project-aiming-to-house-1000-students/
"Cat cafes: the purr-fect study break from stress",1,https://retrogradenews.com/2024/12/02/opinion-cat-cafes-the-purr-fect-study-break-from-stress/
"Largest campus protest since May 1 encampment shows solidarity for detained Columbia student",1,https://retrogradenews.com/2025/03/24/largest-campus-protest-since-may-1-encampment-shows-solidarity-for-detained-columbia-student/
"Disciplinary panel drops academic sanctions, issues written warning to arrested students ",1,https://retrogradenews.com/2024/10/14/disciplinary-panel-drops-academic-sanctions-issues-written-warning-to-arrested-students/
"Novis: the a cappella group where individual voices shine",1,https://retrogradenews.com/2025/02/03/novis-the-a-cappella-group-where-individual-voices-shine/
"The next episode: marijuana at UTD",1,https://retrogradenews.com/2024/10/14/the-next-episode-marijuana-at-utd/
"A new gaming center LANds down",1,https://retrogradenews.com/2025/02/03/a-new-gaming-center-lands-down/
"Comet Evolved brings old-school LAN party to UTD",1,https://retrogradenews.com/2025/04/21/comet-evolved-brings-old-school-lan-party-to-utd/
"Chess team crushes Kasparov Cup",1,https://retrogradenews.com/2025/03/03/chess-team-crushes-kasparov-cup/
"Senate Report: Committee begins work on Student Media bylaws, SG regroups after election season ",1,https://retrogradenews.com/2024/11/11/senate-report-committee-begins-work-on-student-media-bylaws-sg-regroups-after-election-season/
"Comet Closet helps students dress their best",1,https://retrogradenews.com/2024/12/02/comet-closet-helps-students-dress-their-best/
"Senate Report: SG passes resolutions supporting striking student journalists",1,https://retrogradenews.com/2024/09/30/senate-report-sg-passes-resolutions-supporting-striking-student-journalists/
"Senate Report: SG passes resolutions for a congressional candidate panel, excused absences on election day",1,https://retrogradenews.com/2024/10/14/senate-report-sg-passes-resolutions-for-a-congressional-candidate-panel-excused-absences-on-election-day/
"Senate Report: Presidential Search Advisory Committee revealed ",1,https://retrogradenews.com/2024/10/28/senate-report-presidential-search-advisory-committee-revealed/
"UTD must stop weaponizing denial of degree",1,https://retrogradenews.com/2024/10/28/utd-must-stop-weaponizing-denial-of-degree/
"‘Saturday Night’ is the hilariously stressful making-of story that SNL deserves",1,https://retrogradenews.com/2025/02/17/saturday-night-is-the-hilariously-stressful-making-of-story-that-snl-deserves/
"Why aren’t more students helping choose UTD’s next president? ",1,https://retrogradenews.com/2024/09/30/why-arent-more-students-helping-choose-utds-next-president/
"Am I racist? “Yes” would be putting it lightly",1,https://retrogradenews.com/2024/09/30/am-i-racist-yes-would-be-putting-it-lightly/
"Retrograde's managing editor elected as next president of Texas’ student journalists",1,https://retrogradenews.com/2025/04/21/retrogrades-managing-editor-is-elected-as-next-president-of-texas-student-journalists/
"UTD administrators remove over 20 newspaper kiosks",1,https://retrogradenews.com/2025/01/24/utd-administrators-remove-over-20-newspaper-kiosks/
